city,month,avg_high_tem,avg_low_tem,extreme_high_tem,extreme_low_tem,avg_air_quality,best_air,best_air_date,worst_air,worst_air_date
鞍山,2022-04,19.0,9.0,26.0,1.0,72.0,16.0,2022-04-30,128.0,2022-04-17
鞍山,2022-03,9.0,0.0,19.0,-6.0,69.0,18.0,2022-03-16,120.0,2022-03-04
鞍山,2022-02,0.0,-8.0,10.0,-16.0,78.0,18.0,2022-02-26,138.0,2022-02-10
鞍山,2022-01,-1.0,-10.0,7.0,-15.0,137.0,33.0,2022-01-10,242.0,2022-01-21
鞍山,2021-12,0.0,-6.0,10.0,-19.0,104.0,18.0,2021-12-12,190.0,2021-12-14
鞍山,2021-11,6.0,0.0,20.0,-7.0,103.0,16.0,2021-11-22,191.0,2021-11-16
鞍山,2021-10,16.0,8.0,22.0,-1.0,78.0,19.0,2021-10-13,138.0,2021-10-25
鞍山,2021-09,24.0,16.0,30.0,11.0,63.0,14.0,2021-09-21,113.0,2021-09-24
鞍山,2021-08,27.0,20.0,31.0,18.0,82.0,16.0,2021-08-20,149.0,2021-08-31
鞍山,2021-07,30.0,23.0,35.0,20.0,33.0,9.0,2021-07-16,57.0,2021-07-07
鞍山,2021-06,26.0,18.0,32.0,14.0,64.0,14.0,2021-06-02,115.0,2021-06-07
鞍山,2021-05,23.0,14.0,31.0,8.0,83.0,18.0,2021-05-15,149.0,2021-05-21
鞍山,2021-04,17.0,8.0,27.0,2.0,125.0,20.0,2021-04-12,231.0,2021-04-09
鞍山,2021-03,10.0,2.0,21.0,-10.0,273.0,46.0,2021-03-05,500.0,2021-03-29
鞍山,2021-02,3.0,-4.0,26.0,-17.0,108.0,33.0,2021-02-07,184.0,2021-02-19
鞍山,2021-01,-3.0,-10.0,8.0,-22.0,202.0,28.0,2021-01-29,377.0,2021-01-26
鞍山,2020-12,-1.0,-8.0,5.0,-19.0,86.0,31.0,2020-12-14,141.0,2020-12-09
鞍山,2020-11,7.0,0.0,22.0,-8.0,151.0,23.0,2020-11-27,279.0,2020-11-16
鞍山,2020-10,16.0,7.0,23.0,1.0,98.0,22.0,2020-10-03,174.0,2020-10-29
鞍山,2020-09,22.0,14.0,29.0,7.0,59.0,14.0,2020-09-09,105.0,2020-09-25
鞍山,2020-08,28.0,22.0,32.0,16.0,55.0,12.0,2020-08-31,99.0,2020-08-30
鞍山,2020-07,29.0,22.0,34.0,19.0,45.0,13.0,2020-07-06,77.0,2020-07-01
鞍山,2020-06,28.0,20.0,34.0,13.0,55.0,20.0,2020-06-02,90.0,2020-06-08
鞍山,2020-05,22.0,13.0,31.0,6.0,113.0,30.0,2020-05-18,196.0,2020-05-10
鞍山,2020-04,16.0,6.0,25.0,-1.0,165.0,47.0,2020-04-19,283.0,2020-04-06
鞍山,2020-03,9.0,0.0,19.0,-5.0,125.0,32.0,2020-03-26,219.0,2020-03-20
鞍山,2020-02,2.0,-6.0,13.0,-17.0,124.0,35.0,2020-02-04,213.0,2020-02-21
鞍山,2020-01,-1.0,-9.0,5.0,-14.0,270.0,40.0,2020-01-12,500.0,2020-01-01
鞍山,2019-12,0.0,-7.0,8.0,-17.0,135.0,24.0,2019-12-05,246.0,2019-12-29
鞍山,2019-11,6.0,-1.0,15.0,-9.0,75.0,28.0,2019-11-07,122.0,2019-11-04
鞍山,2019-10,17.0,7.0,29.0,0.0,108.0,16.0,2019-10-10,201.0,2019-10-19
鞍山,2019-09,25.0,16.0,30.0,10.0,124.0,17.0,2019-09-05,232.0,2019-09-29
鞍山,2019-08,28.0,21.0,33.0,17.0,44.0,10.0,2019-08-13,78.0,2019-08-25
鞍山,2019-07,31.0,23.0,36.0,18.0,55.0,11.0,2019-07-23,100.0,2019-07-09
鞍山,2019-06,27.0,18.0,32.0,15.0,54.0,15.0,2019-06-09,94.0,2019-06-05
鞍山,2019-05,26.0,15.0,35.0,7.0,75.0,16.0,2019-05-27,134.0,2019-05-09
鞍山,2019-04,17.0,7.0,26.0,0.0,71.0,16.0,2019-04-29,126.0,2019-04-22
鞍山,2019-03,11.0,1.0,21.0,-3.0,184.0,32.0,2019-03-17,336.0,2019-03-04
鞍山,2019-02,1.0,-6.0,12.0,-17.0,179.0,56.0,2019-02-15,302.0,2019-02-22
鞍山,2019-01,0.0,-8.0,6.0,-13.0,185.0,51.0,2019-01-19,319.0,2019-01-12
鞍山,2018-12,-1.0,-8.0,11.0,-18.0,73.0,29.0,2018-12-02,117.0,2018-12-31
鞍山,2018-11,8.0,0.0,19.0,-6.0,126.0,26.0,2018-11-15,226.0,2018-11-26
鞍山,2018-10,16.0,7.0,25.0,0.0,75.0,27.0,2018-10-01,124.0,2018-10-20
鞍山,2018-09,24.0,14.0,29.0,7.0,25.0,23.0,2018-09-25,28.0,2018-09-01
鞍山,2018-08,29.0,22.0,39.0,19.0,34.0,19.0,2018-08-01,50.0,2018-08-03
鞍山,2018-07,31.0,24.0,36.0,19.0,45.0,13.0,2018-07-01,78.0,2018-07-02
鞍山,2018-06,28.0,20.0,34.0,15.0,49.0,16.0,2018-06-10,82.0,2018-06-24
鞍山,2018-05,24.0,14.0,30.0,9.0,61.0,16.0,2018-05-02,107.0,2018-05-10
鞍山,2018-04,18.0,8.0,29.0,-3.0,63.0,17.0,2018-04-06,110.0,2018-04-21
鞍山,2018-03,9.0,0.0,22.0,-11.0,105.0,22.0,2018-03-20,188.0,2018-03-23
鞍山,2018-02,-1.0,-9.0,7.0,-17.0,99.0,30.0,2018-02-02,169.0,2018-02-09
鞍山,2018-01,-4.0,-12.0,4.0,-21.0,63.0,25.0,2018-01-10,102.0,2018-01-14
鞍山,2017-12,-1.0,-9.0,7.0,-16.0,132.0,22.0,2017-12-10,243.0,2017-12-14
鞍山,2017-11,6.0,-2.0,18.0,-12.0,56.0,0.0,2017-11-01,113.0,2017-11-21
鞍山,2017-10,14.0,6.0,24.0,-2.0,0.0,0.0,2017-10-01,0.0,2017-10-01
鞍山,2017-09,25.0,16.0,30.0,8.0,0.0,0.0,2017-09-01,0.0,2017-09-01
鞍山,2017-08,28.0,21.0,34.0,11.0,0.0,0.0,2017-08-01,0.0,2017-08-01
鞍山,2017-07,32.0,24.0,35.0,20.0,0.0,0.0,2017-07-01,0.0,2017-07-01
鞍山,2017-06,29.0,19.0,35.0,12.0,0.0,0.0,2017-06-01,0.0,2017-06-01
鞍山,2017-05,25.0,15.0,33.0,9.0,0.0,0.0,2017-05-01,0.0,2017-05-01
鞍山,2017-04,19.0,9.0,28.0,4.0,0.0,0.0,2017-04-01,0.0,2017-04-01
鞍山,2017-03,10.0,0.0,16.0,-8.0,0.0,0.0,2017-03-01,0.0,2017-03-01
鞍山,2017-02,1.0,-6.0,10.0,-12.0,0.0,0.0,2017-02-01,0.0,2017-02-01
鞍山,2017-01,-2.0,-10.0,6.0,-17.0,0.0,0.0,2017-01-01,0.0,2017-01-01
鞍山,2016-12,0.0,-7.0,11.0,-15.0,0.0,0.0,2016-12-01,0.0,2016-12-01
鞍山,2016-11,5.0,-2.0,16.0,-12.0,0.0,0.0,2016-11-01,0.0,2016-11-01
鞍山,2016-10,15.0,6.0,26.0,-6.0,0.0,0.0,2016-10-01,0.0,2016-10-01
鞍山,2016-09,24.0,16.0,28.0,7.0,0.0,0.0,2016-09-01,0.0,2016-09-01
鞍山,2016-08,29.0,21.0,35.0,14.0,0.0,0.0,2016-08-01,0.0,2016-08-01
鞍山,2016-07,30.0,22.0,34.0,19.0,0.0,0.0,2016-07-01,0.0,2016-07-01
鞍山,2016-06,28.0,19.0,31.0,16.0,0.0,0.0,2016-06-01,0.0,2016-06-01
鞍山,2016-05,24.0,14.0,29.0,9.0,0.0,0.0,2016-05-01,0.0,2016-05-01
鞍山,2016-04,17.0,8.0,24.0,3.0,0.0,0.0,2016-04-01,0.0,2016-04-01
鞍山,2016-03,10.0,1.0,22.0,-8.0,0.0,0.0,2016-03-01,0.0,2016-03-01
鞍山,2016-02,0.0,-5.0,9.0,-12.0,0.0,0.0,2016-02-01,0.0,2016-02-01
鞍山,2016-01,-5.0,-13.0,6.0,-21.0,0.0,0.0,2016-01-01,0.0,2016-01-01
鞍山,2015-12,0.0,-5.0,8.0,-16.0,0.0,0.0,2015-12-01,0.0,2015-12-01
鞍山,2015-11,3.0,-2.0,20.0,-14.0,0.0,0.0,2015-11-01,0.0,2015-11-01
鞍山,2015-10,17.0,7.0,27.0,-2.0,0.0,0.0,2015-10-01,0.0,2015-10-01
鞍山,2015-09,25.0,16.0,30.0,12.0,0.0,0.0,2015-09-01,0.0,2015-09-01
鞍山,2015-08,28.0,20.0,33.0,17.0,0.0,0.0,2015-08-01,0.0,2015-08-01
鞍山,2015-07,30.0,22.0,35.0,16.0,0.0,0.0,2015-07-01,0.0,2015-07-01
鞍山,2015-06,27.0,18.0,32.0,15.0,0.0,0.0,2015-06-01,0.0,2015-06-01
鞍山,2015-05,24.0,15.0,32.0,9.0,0.0,0.0,2015-05-01,0.0,2015-05-01
鞍山,2015-04,18.0,8.0,30.0,-2.0,0.0,0.0,2015-04-01,0.0,2015-04-01
鞍山,2015-03,9.0,0.0,20.0,-10.0,0.0,0.0,2015-03-01,0.0,2015-03-01
鞍山,2015-02,1.0,-6.0,8.0,-15.0,0.0,0.0,2015-02-01,0.0,2015-02-01
鞍山,2015-01,-1.0,-9.0,5.0,-15.0,0.0,0.0,2015-01-01,0.0,2015-01-01
鞍山,2014-12,-2.0,-9.0,6.0,-15.0,0.0,0.0,2014-12-01,0.0,2014-12-01
鞍山,2014-11,9.0,0.0,17.0,-6.0,0.0,0.0,2014-11-01,0.0,2014-11-01
鞍山,2014-10,18.0,8.0,24.0,-1.0,0.0,0.0,2014-10-01,0.0,2014-10-01
鞍山,2014-09,25.0,14.0,31.0,2.0,0.0,0.0,2014-09-01,0.0,2014-09-01
鞍山,2014-08,30.0,21.0,34.0,18.0,0.0,0.0,2014-08-01,0.0,2014-08-01
鞍山,2014-07,30.0,22.0,34.0,20.0,0.0,0.0,2014-07-01,0.0,2014-07-01
鞍山,2014-06,28.0,19.0,33.0,16.0,0.0,0.0,2014-06-01,0.0,2014-06-01
鞍山,2014-05,24.0,14.0,34.0,4.0,0.0,0.0,2014-05-01,0.0,2014-05-01
鞍山,2014-04,20.0,10.0,27.0,2.0,0.0,0.0,2014-04-01,0.0,2014-04-01
鞍山,2014-03,10.0,1.0,21.0,-8.0,0.0,0.0,2014-03-01,0.0,2014-03-01
鞍山,2014-02,1.0,-6.0,13.0,-15.0,0.0,0.0,2014-02-01,0.0,2014-02-01
鞍山,2014-01,0.0,-9.0,6.0,-16.0,0.0,0.0,2014-01-01,0.0,2014-01-01
鞍山,2013-12,0.0,-7.0,9.0,-14.0,0.0,0.0,2013-12-01,0.0,2013-12-01
鞍山,2013-11,7.0,0.0,16.0,-9.0,0.0,0.0,2013-11-01,0.0,2013-11-01
鞍山,2013-10,17.0,8.0,26.0,0.0,0.0,0.0,2013-10-01,0.0,2013-10-01
鞍山,2013-09,24.0,15.0,28.0,8.0,0.0,0.0,2013-09-01,0.0,2013-09-01
鞍山,2013-08,29.0,22.0,33.0,13.0,0.0,0.0,2013-08-01,0.0,2013-08-01
鞍山,2013-07,29.0,22.0,33.0,20.0,0.0,0.0,2013-07-01,0.0,2013-07-01
鞍山,2013-06,28.0,19.0,31.0,15.0,0.0,0.0,2013-06-01,0.0,2013-06-01
鞍山,2013-05,25.0,15.0,31.0,8.0,0.0,0.0,2013-05-01,0.0,2013-05-01
鞍山,2013-04,12.0,3.0,21.0,-2.0,0.0,0.0,2013-04-01,0.0,2013-04-01
鞍山,2013-03,5.0,-2.0,11.0,-9.0,0.0,0.0,2013-03-01,0.0,2013-03-01
鞍山,2013-02,-1.0,-9.0,8.0,-19.0,0.0,0.0,2013-02-01,0.0,2013-02-01
鞍山,2013-01,-5.0,-13.0,5.0,-19.0,0.0,0.0,2013-01-01,0.0,2013-01-01
鞍山,2012-12,-5.0,-13.0,3.0,-20.0,0.0,0.0,2012-12-01,0.0,2012-12-01
鞍山,2012-11,5.0,-2.0,14.0,-9.0,0.0,0.0,2012-11-01,0.0,2012-11-01
鞍山,2012-10,16.0,6.0,24.0,-3.0,0.0,0.0,2012-10-01,0.0,2012-10-01
鞍山,2012-09,23.0,14.0,30.0,7.0,0.0,0.0,2012-09-01,0.0,2012-09-01
鞍山,2012-08,28.0,20.0,32.0,13.0,0.0,0.0,2012-08-01,0.0,2012-08-01
鞍山,2012-07,28.0,21.0,32.0,18.0,0.0,0.0,2012-07-01,0.0,2012-07-01
鞍山,2012-06,27.0,19.0,30.0,15.0,0.0,0.0,2012-06-01,0.0,2012-06-01
鞍山,2012-05,25.0,15.0,30.0,9.0,0.0,0.0,2012-05-01,0.0,2012-05-01
鞍山,2012-04,20.0,9.0,24.0,3.0,0.0,0.0,2012-04-01,0.0,2012-04-01
鞍山,2012-03,6.0,-3.0,18.0,-10.0,0.0,0.0,2012-03-01,0.0,2012-03-01
鞍山,2012-02,-1.0,-10.0,7.0,-19.0,0.0,0.0,2012-02-01,0.0,2012-02-01
鞍山,2012-01,-5.0,-14.0,3.0,-20.0,0.0,0.0,2012-01-01,0.0,2012-01-01
鞍山,2011-12,-2.0,-10.0,5.0,-17.0,0.0,0.0,2011-12-01,0.0,2011-12-01
鞍山,2011-11,7.0,0.0,20.0,-8.0,0.0,0.0,2011-11-01,0.0,2011-11-01
鞍山,2011-10,18.0,8.0,23.0,1.0,0.0,0.0,2011-10-01,0.0,2011-10-01
鞍山,2011-09,23.0,14.0,28.0,5.0,0.0,0.0,2011-09-01,0.0,2011-09-01
鞍山,2011-08,29.0,22.0,32.0,19.0,0.0,0.0,2011-08-01,0.0,2011-08-01
鞍山,2011-07,30.0,22.0,32.0,19.0,0.0,0.0,2011-07-01,0.0,2011-07-01
鞍山,2011-06,27.0,19.0,31.0,16.0,0.0,0.0,2011-06-01,0.0,2011-06-01
鞍山,2011-05,23.0,13.0,29.0,8.0,0.0,0.0,2011-05-01,0.0,2011-05-01
鞍山,2011-04,15.0,6.0,23.0,0.0,0.0,0.0,2011-04-01,0.0,2011-04-01
鞍山,2011-03,7.0,-1.0,19.0,-11.0,0.0,0.0,2011-03-01,0.0,2011-03-01
鞍山,2011-02,1.0,-7.0,10.0,-15.0,0.0,0.0,2011-02-01,0.0,2011-02-01
鞍山,2011-01,-8.0,-14.0,3.0,-19.0,0.0,0.0,2011-01-01,0.0,2011-01-01
安康,2022-04,23.0,11.0,33.0,6.0,38.0,13.0,2022-04-28,64.0,2022-04-12
安康,2022-03,19.0,8.0,29.0,2.0,68.0,15.0,2022-03-21,122.0,2022-03-15
安康,2022-02,10.0,1.0,19.0,-1.0,77.0,36.0,2022-02-16,119.0,2022-02-28
安康,2022-01,8.0,0.0,15.0,-13.0,111.0,22.0,2022-01-12,201.0,2022-01-04
安康,2021-12,11.0,1.0,16.0,-1.0,94.0,36.0,2021-12-01,153.0,2021-12-24
安康,2021-11,15.0,6.0,21.0,0.0,67.0,15.0,2021-11-06,119.0,2021-11-28
安康,2021-10,19.0,12.0,34.0,8.0,53.0,10.0,2021-10-06,97.0,2021-10-19
安康,2021-09,27.0,19.0,34.0,16.0,43.0,10.0,2021-09-26,76.0,2021-09-15
安康,2021-08,28.0,22.0,39.0,17.0,27.0,9.0,2021-08-09,46.0,2021-08-03
安康,2021-07,32.0,23.0,38.0,21.0,42.0,13.0,2021-07-10,72.0,2021-07-14
安康,2021-06,29.0,21.0,38.0,16.0,33.0,13.0,2021-06-18,53.0,2021-06-06
安康,2021-05,27.0,16.0,34.0,12.0,38.0,11.0,2021-05-16,66.0,2021-05-04
安康,2021-04,19.0,11.0,31.0,5.0,45.0,12.0,2021-04-25,79.0,2021-04-17
安康,2021-03,17.0,8.0,28.0,2.0,109.0,19.0,2021-03-11,200.0,2021-03-16
安康,2021-02,15.0,4.0,25.0,1.0,135.0,12.0,2021-02-25,258.0,2021-02-11
安康,2021-01,10.0,1.0,14.0,-2.0,129.0,29.0,2021-01-24,230.0,2021-01-23
安康,2020-12,7.0,1.0,11.0,-1.0,120.0,37.0,2020-12-29,203.0,2020-12-25
安康,2020-11,15.0,8.0,23.0,3.0,69.0,19.0,2020-11-21,120.0,2020-11-30
安康,2020-10,17.0,12.0,22.0,5.0,58.0,11.0,2020-10-14,105.0,2020-10-24
安康,2020-09,26.0,18.0,35.0,12.0,43.0,15.0,2020-09-21,71.0,2020-09-27
安康,2020-08,31.0,23.0,38.0,20.0,40.0,15.0,2020-08-07,65.0,2020-08-26
安康,2020-07,29.0,22.0,35.0,19.0,48.0,16.0,2020-07-14,80.0,2020-07-31
安康,2020-06,29.0,21.0,37.0,18.0,51.0,17.0,2020-06-08,86.0,2020-06-04
安康,2020-05,29.0,17.0,34.0,11.0,70.0,22.0,2020-05-09,118.0,2020-05-18
安康,2020-04,22.0,10.0,32.0,5.0,59.0,24.0,2020-04-21,94.0,2020-04-16
安康,2020-03,19.0,8.0,26.0,4.0,92.0,23.0,2020-03-27,161.0,2020-03-26
安康,2020-02,14.0,4.0,19.0,-2.0,77.0,18.0,2020-02-27,136.0,2020-02-20
安康,2020-01,7.0,1.0,12.0,0.0,114.0,16.0,2020-01-06,212.0,2020-01-18
安康,2019-12,10.0,3.0,16.0,-2.0,93.0,47.0,2019-12-18,140.0,2019-12-16
安康,2019-11,13.0,8.0,19.0,4.0,69.0,14.0,2019-11-25,125.0,2019-11-28
安康,2019-10,18.0,13.0,26.0,10.0,43.0,11.0,2019-10-09,76.0,2019-10-31
安康,2019-09,25.0,18.0,32.0,15.0,41.0,10.0,2019-09-15,73.0,2019-09-29
安康,2019-08,32.0,23.0,37.0,20.0,48.0,14.0,2019-08-06,83.0,2019-08-20
安康,2019-07,31.0,23.0,37.0,20.0,54.0,23.0,2019-07-29,85.0,2019-07-27
安康,2019-06,28.0,21.0,35.0,19.0,81.0,16.0,2019-06-20,147.0,2019-06-02
安康,2019-05,25.0,16.0,35.0,11.0,94.0,23.0,2019-05-28,165.0,2019-05-12
安康,2019-04,25.0,13.0,33.0,8.0,59.0,11.0,2019-04-28,107.0,2019-04-01
安康,2019-03,18.0,7.0,27.0,3.0,63.0,21.0,2019-03-01,105.0,2019-03-19
安康,2019-02,8.0,2.0,14.0,-1.0,136.0,37.0,2019-02-09,236.0,2019-02-04
安康,2019-01,7.0,1.0,14.0,-2.0,140.0,59.0,2019-01-26,222.0,2019-01-11
安康,2018-12,8.0,2.0,14.0,-2.0,127.0,36.0,2018-12-23,218.0,2018-12-19
安康,2018-11,14.0,6.0,23.0,2.0,82.0,15.0,2018-11-16,149.0,2018-11-30
安康,2018-10,21.0,11.0,27.0,5.0,53.0,33.0,2018-10-19,74.0,2018-10-31
安康,2018-09,26.0,18.0,36.0,13.0,38.0,35.0,2018-09-25,41.0,2018-09-01
安康,2018-08,34.0,24.0,38.0,19.0,40.0,23.0,2018-08-17,58.0,2018-08-06
安康,2018-07,33.0,25.0,38.0,23.0,37.0,14.0,2018-07-04,60.0,2018-07-02
安康,2018-06,31.0,21.0,36.0,18.0,38.0,12.0,2018-06-18,64.0,2018-06-01
安康,2018-05,25.0,17.0,37.0,13.0,50.0,17.0,2018-05-20,83.0,2018-05-24
安康,2018-04,25.0,13.0,34.0,7.0,53.0,13.0,2018-04-05,94.0,2018-04-11
安康,2018-03,19.0,8.0,29.0,2.0,43.0,13.0,2018-03-06,73.0,2018-03-15
安康,2018-02,12.0,1.0,20.0,-3.0,104.0,28.0,2018-02-21,180.0,2018-02-17
安康,2018-01,7.0,-1.0,15.0,-6.0,108.0,20.0,2018-01-06,197.0,2018-01-18
安康,2017-12,10.0,1.0,15.0,-2.0,152.0,40.0,2017-12-10,264.0,2017-12-29
安康,2017-11,15.0,7.0,22.0,3.0,115.0,0.0,2017-11-01,231.0,2017-11-28
安康,2017-10,17.0,12.0,24.0,0.0,0.0,0.0,2017-10-01,0.0,2017-10-01
安康,2017-09,25.0,18.0,30.0,17.0,0.0,0.0,2017-09-01,0.0,2017-09-01
安康,2017-08,33.0,23.0,39.0,17.0,0.0,0.0,2017-08-01,0.0,2017-08-01
安康,2017-07,35.0,24.0,41.0,21.0,0.0,0.0,2017-07-01,0.0,2017-07-01
安康,2017-06,29.0,19.0,35.0,16.0,0.0,0.0,2017-06-01,0.0,2017-06-01
安康,2017-05,27.0,16.0,34.0,12.0,0.0,0.0,2017-05-01,0.0,2017-05-01
安康,2017-04,24.0,12.0,30.0,8.0,0.0,0.0,2017-04-01,0.0,2017-04-01
安康,2017-03,16.0,6.0,24.0,0.0,0.0,0.0,2017-03-01,0.0,2017-03-01
安康,2017-02,12.0,2.0,20.0,-1.0,0.0,0.0,2017-02-01,0.0,2017-02-01
安康,2017-01,8.0,2.0,14.0,-1.0,0.0,0.0,2017-01-01,0.0,2017-01-01
安康,2016-12,11.0,3.0,17.0,0.0,0.0,0.0,2016-12-01,0.0,2016-12-01
安康,2016-11,14.0,7.0,21.0,1.0,0.0,0.0,2016-11-01,0.0,2016-11-01
安康,2016-10,19.0,13.0,32.0,7.0,0.0,0.0,2016-10-01,0.0,2016-10-01
安康,2016-09,28.0,18.0,35.0,16.0,0.0,0.0,2016-09-01,0.0,2016-09-01
安康,2016-08,34.0,23.0,40.0,18.0,0.0,0.0,2016-08-01,0.0,2016-08-01
安康,2016-07,33.0,24.0,37.0,21.0,0.0,0.0,2016-07-01,0.0,2016-07-01
安康,2016-06,30.0,20.0,38.0,16.0,0.0,0.0,2016-06-01,0.0,2016-06-01
安康,2016-05,26.0,16.0,34.0,11.0,0.0,0.0,2016-05-01,0.0,2016-05-01
安康,2016-04,23.0,13.0,30.0,10.0,0.0,0.0,2016-04-01,0.0,2016-04-01
安康,2016-03,17.0,8.0,27.0,2.0,0.0,0.0,2016-03-01,0.0,2016-03-01
安康,2016-02,13.0,2.0,21.0,-2.0,0.0,0.0,2016-02-01,0.0,2016-02-01
安康,2016-01,7.0,1.0,15.0,-7.0,0.0,0.0,2016-01-01,0.0,2016-01-01
安康,2015-12,10.0,2.0,16.0,-2.0,0.0,0.0,2015-12-01,0.0,2015-12-01
安康,2015-11,14.0,9.0,19.0,2.0,0.0,0.0,2015-11-01,0.0,2015-11-01
安康,2015-10,22.0,14.0,28.0,6.0,0.0,0.0,2015-10-01,0.0,2015-10-01
安康,2015-09,26.0,18.0,33.0,16.0,0.0,0.0,2015-09-01,0.0,2015-09-01
安康,2015-08,32.0,21.0,38.0,19.0,0.0,0.0,2015-08-01,0.0,2015-08-01
安康,2015-07,32.0,21.0,37.0,19.0,0.0,0.0,2015-07-01,0.0,2015-07-01
安康,2015-06,28.0,20.0,33.0,16.0,0.0,0.0,2015-06-01,0.0,2015-06-01
安康,2015-05,27.0,16.0,32.0,12.0,0.0,0.0,2015-05-01,0.0,2015-05-01
安康,2015-04,23.0,12.0,35.0,5.0,0.0,0.0,2015-04-01,0.0,2015-04-01
安康,2015-03,17.0,8.0,28.0,2.0,0.0,0.0,2015-03-01,0.0,2015-03-01
安康,2015-02,12.0,3.0,19.0,-1.0,0.0,0.0,2015-02-01,0.0,2015-02-01
安康,2015-01,9.0,1.0,13.0,-1.0,0.0,0.0,2015-01-01,0.0,2015-01-01
安康,2014-12,10.0,1.0,13.0,-2.0,0.0,0.0,2014-12-01,0.0,2014-12-01
安康,2014-11,14.0,7.0,19.0,5.0,0.0,0.0,2014-11-01,0.0,2014-11-01
安康,2014-10,21.0,14.0,27.0,12.0,0.0,0.0,2014-10-01,0.0,2014-10-01
安康,2014-09,25.0,18.0,32.0,16.0,0.0,0.0,2014-09-01,0.0,2014-09-01
安康,2014-08,30.0,21.0,38.0,18.0,0.0,0.0,2014-08-01,0.0,2014-08-01
安康,2014-07,33.0,23.0,37.0,20.0,0.0,0.0,2014-07-01,0.0,2014-07-01
安康,2014-06,29.0,20.0,35.0,18.0,0.0,0.0,2014-06-01,0.0,2014-06-01
安康,2014-05,25.0,15.0,32.0,10.0,0.0,0.0,2014-05-01,0.0,2014-05-01
安康,2014-04,22.0,13.0,30.0,10.0,0.0,0.0,2014-04-01,0.0,2014-04-01
安康,2014-03,19.0,8.0,29.0,2.0,0.0,0.0,2014-03-01,0.0,2014-03-01
安康,2014-02,9.0,2.0,18.0,-2.0,0.0,0.0,2014-02-01,0.0,2014-02-01
安康,2014-01,10.0,1.0,17.0,-2.0,0.0,0.0,2014-01-01,0.0,2014-01-01
安康,2013-12,11.0,1.0,16.0,-2.0,0.0,0.0,2013-12-01,0.0,2013-12-01
安康,2013-11,15.0,6.0,19.0,0.0,0.0,0.0,2013-11-01,0.0,2013-11-01
安康,2013-10,24.0,13.0,31.0,10.0,0.0,0.0,2013-10-01,0.0,2013-10-01
安康,2013-09,27.0,18.0,33.0,13.0,0.0,0.0,2013-09-01,0.0,2013-09-01
安康,2013-08,33.0,23.0,38.0,20.0,0.0,0.0,2013-08-01,0.0,2013-08-01
安康,2013-07,33.0,24.0,37.0,22.0,0.0,0.0,2013-07-01,0.0,2013-07-01
安康,2013-06,31.0,20.0,37.0,16.0,0.0,0.0,2013-06-01,0.0,2013-06-01
安康,2013-05,26.0,16.0,34.0,13.0,0.0,0.0,2013-05-01,0.0,2013-05-01
安康,2013-04,25.0,10.0,33.0,4.0,0.0,0.0,2013-04-01,0.0,2013-04-01
安康,2013-03,19.0,7.0,26.0,2.0,0.0,0.0,2013-03-01,0.0,2013-03-01
安康,2013-02,11.0,3.0,18.0,-1.0,0.0,0.0,2013-02-01,0.0,2013-02-01
安康,2013-01,9.0,0.0,16.0,-3.0,0.0,0.0,2013-01-01,0.0,2013-01-01
安康,2012-12,8.0,1.0,14.0,-4.0,0.0,0.0,2012-12-01,0.0,2012-12-01
安康,2012-11,13.0,5.0,20.0,1.0,0.0,0.0,2012-11-01,0.0,2012-11-01
安康,2012-10,20.0,13.0,27.0,9.0,0.0,0.0,2012-10-01,0.0,2012-10-01
安康,2012-09,25.0,17.0,31.0,14.0,0.0,0.0,2012-09-01,0.0,2012-09-01
安康,2012-08,31.0,22.0,35.0,18.0,0.0,0.0,2012-08-01,0.0,2012-08-01
安康,2012-07,31.0,23.0,37.0,21.0,0.0,0.0,2012-07-01,0.0,2012-07-01
安康,2012-06,31.0,21.0,37.0,17.0,0.0,0.0,2012-06-01,0.0,2012-06-01
安康,2012-05,25.0,17.0,32.0,14.0,0.0,0.0,2012-05-01,0.0,2012-05-01
安康,2012-04,24.0,11.0,30.0,7.0,0.0,0.0,2012-04-01,0.0,2012-04-01
安康,2012-03,15.0,5.0,26.0,2.0,0.0,0.0,2012-03-01,0.0,2012-03-01
安康,2012-02,8.0,2.0,13.0,0.0,0.0,0.0,2012-02-01,0.0,2012-02-01
安康,2012-01,6.0,0.0,10.0,-2.0,0.0,0.0,2012-01-01,0.0,2012-01-01
安康,2011-12,9.0,2.0,13.0,-2.0,0.0,0.0,2011-12-01,0.0,2011-12-01
安康,2011-11,15.0,9.0,20.0,5.0,0.0,0.0,2011-11-01,0.0,2011-11-01
安康,2011-10,20.0,12.0,25.0,9.0,0.0,0.0,2011-10-01,0.0,2011-10-01
安康,2011-09,23.0,17.0,35.0,11.0,0.0,0.0,2011-09-01,0.0,2011-09-01
安康,2011-08,31.0,22.0,37.0,19.0,0.0,0.0,2011-08-01,0.0,2011-08-01
安康,2011-07,31.0,22.0,36.0,20.0,0.0,0.0,2011-07-01,0.0,2011-07-01
安康,2011-06,29.0,20.0,38.0,18.0,0.0,0.0,2011-06-01,0.0,2011-06-01
安康,2011-05,27.0,15.0,36.0,10.0,0.0,0.0,2011-05-01,0.0,2011-05-01
安康,2011-04,25.0,12.0,34.0,5.0,0.0,0.0,2011-04-01,0.0,2011-04-01
安康,2011-03,15.0,5.0,22.0,2.0,0.0,0.0,2011-03-01,0.0,2011-03-01
