city,month,avg_high_tem,avg_low_tem,extreme_high_tem,extreme_low_tem,avg_air_quality,best_air,best_air_date,worst_air,worst_air_date
肇庆,2020-11,25.0,17.0,30.0,12.0,51.0,24.0,2020-11-28,79.0,2020-11-05
肇庆,2020-10,26.0,19.0,33.0,2.0,46.0,19.0,2020-10-17,74.0,2020-10-23
肇庆,2020-09,31.0,23.0,37.0,21.0,48.0,13.0,2020-09-27,84.0,2020-09-29
肇庆,2020-08,33.0,24.0,36.0,22.0,53.0,11.0,2020-08-05,96.0,2020-08-29
肇庆,2020-07,34.0,26.0,37.0,24.0,32.0,11.0,2020-07-31,54.0,2020-07-10
肇庆,2020-06,32.0,25.0,35.0,21.0,32.0,12.0,2020-06-09,53.0,2020-06-30
肇庆,2020-05,31.0,23.0,35.0,20.0,64.0,21.0,2020-05-06,107.0,2020-05-19
肇庆,2020-04,24.0,16.0,32.0,12.0,81.0,17.0,2020-04-04,146.0,2020-04-28
肇庆,2020-03,24.0,17.0,28.0,12.0,69.0,8.0,2020-03-04,131.0,2020-03-11
肇庆,2020-02,21.0,13.0,29.0,5.0,44.0,12.0,2020-02-04,76.0,2020-02-02
肇庆,2020-01,20.0,12.0,27.0,4.0,54.0,7.0,2020-01-25,101.0,2020-01-01
肇庆,2019-12,21.0,12.0,26.0,6.0,90.0,13.0,2019-12-26,168.0,2019-12-14
肇庆,2019-11,25.0,16.0,29.0,12.0,80.0,21.0,2019-11-18,140.0,2019-11-15
肇庆,2019-10,30.0,21.0,35.0,14.0,54.0,13.0,2019-10-28,95.0,2019-10-02
肇庆,2019-09,32.0,23.0,35.0,19.0,50.0,18.0,2019-09-01,82.0,2019-09-12
肇庆,2019-08,33.0,25.0,36.0,23.0,47.0,15.0,2019-08-01,79.0,2019-08-05
肇庆,2019-07,33.0,25.0,37.0,23.0,41.0,10.0,2019-07-03,72.0,2019-07-18
肇庆,2019-06,32.0,25.0,36.0,21.0,39.0,13.0,2019-06-02,66.0,2019-06-30
肇庆,2019-05,29.0,22.0,36.0,17.0,56.0,16.0,2019-05-31,97.0,2019-05-11
肇庆,2019-04,27.0,20.0,33.0,16.0,65.0,22.0,2019-04-30,109.0,2019-04-21
肇庆,2019-03,22.0,16.0,30.0,10.0,69.0,8.0,2019-03-08,130.0,2019-03-16
肇庆,2019-02,21.0,13.0,29.0,7.0,50.0,4.0,2019-02-10,96.0,2019-02-27
肇庆,2019-01,18.0,11.0,25.0,6.0,55.0,13.0,2019-01-31,97.0,2019-01-19
肇庆,2018-12,19.0,12.0,28.0,3.0,82.0,9.0,2018-12-07,155.0,2018-12-20
肇庆,2018-11,25.0,16.0,28.0,13.0,67.0,4.0,2018-11-21,131.0,2018-11-30
肇庆,2018-10,27.0,18.0,32.0,15.0,50.0,23.0,2018-10-04,78.0,2018-10-20
肇庆,2018-09,32.0,23.0,35.0,19.0,38.0,14.0,2018-09-16,63.0,2018-09-11
肇庆,2018-08,31.0,24.0,35.0,21.0,43.0,16.0,2018-08-20,71.0,2018-08-13
肇庆,2018-07,32.0,25.0,37.0,23.0,49.0,11.0,2018-07-24,88.0,2018-07-12
肇庆,2018-06,31.0,24.0,35.0,21.0,58.0,8.0,2018-06-08,109.0,2018-06-12
肇庆,2018-05,31.0,24.0,36.0,22.0,49.0,22.0,2018-05-14,76.0,2018-05-04
肇庆,2018-04,26.0,19.0,30.0,10.0,63.0,20.0,2018-04-15,106.0,2018-04-19
肇庆,2018-03,24.0,15.0,29.0,8.0,74.0,21.0,2018-03-20,128.0,2018-03-16
肇庆,2018-02,18.0,11.0,28.0,4.0,85.0,13.0,2018-02-22,158.0,2018-02-09
肇庆,2018-01,17.0,10.0,24.0,5.0,76.0,12.0,2018-01-08,140.0,2018-01-14
肇庆,2017-12,19.0,11.0,24.0,6.0,95.0,23.0,2017-12-16,167.0,2017-12-28
肇庆,2017-11,23.0,16.0,28.0,11.0,52.0,0.0,2017-11-01,105.0,2017-11-12
肇庆,2017-10,27.0,18.0,34.0,0.0,0.0,0.0,2017-10-01,0.0,2017-10-01
肇庆,2017-09,33.0,25.0,37.0,24.0,0.0,0.0,2017-09-01,0.0,2017-09-01
肇庆,2017-08,34.0,25.0,37.0,24.0,0.0,0.0,2017-08-01,0.0,2017-08-01
肇庆,2017-07,32.0,25.0,37.0,24.0,0.0,0.0,2017-07-01,0.0,2017-07-01
肇庆,2017-06,33.0,25.0,36.0,23.0,0.0,0.0,2017-06-01,0.0,2017-06-01
肇庆,2017-05,29.0,22.0,33.0,20.0,0.0,0.0,2017-05-01,0.0,2017-05-01
肇庆,2017-04,26.0,18.0,32.0,14.0,0.0,0.0,2017-04-01,0.0,2017-04-01
肇庆,2017-03,20.0,14.0,27.0,9.0,0.0,0.0,2017-03-01,0.0,2017-03-01
肇庆,2017-02,20.0,12.0,28.0,6.0,0.0,0.0,2017-02-01,0.0,2017-02-01
肇庆,2017-01,20.0,12.0,26.0,6.0,0.0,0.0,2017-01-01,0.0,2017-01-01
肇庆,2016-12,21.0,13.0,25.0,8.0,0.0,0.0,2016-12-01,0.0,2016-12-01
肇庆,2016-11,23.0,16.0,30.0,9.0,0.0,0.0,2016-11-01,0.0,2016-11-01
肇庆,2016-10,29.0,22.0,33.0,18.0,0.0,0.0,2016-10-01,0.0,2016-10-01
肇庆,2016-09,32.0,24.0,35.0,20.0,0.0,0.0,2016-09-01,0.0,2016-09-01
肇庆,2016-08,32.0,25.0,36.0,24.0,0.0,0.0,2016-08-01,0.0,2016-08-01
肇庆,2016-07,34.0,26.0,37.0,25.0,0.0,0.0,2016-07-01,0.0,2016-07-01
肇庆,2016-06,33.0,25.0,36.0,23.0,0.0,0.0,2016-06-01,0.0,2016-06-01
肇庆,2016-05,30.0,23.0,34.0,20.0,0.0,0.0,2016-05-01,0.0,2016-05-01
肇庆,2016-04,27.0,21.0,30.0,18.0,0.0,0.0,2016-04-01,0.0,2016-04-01
肇庆,2016-03,20.0,14.0,27.0,9.0,0.0,0.0,2016-03-01,0.0,2016-03-01
肇庆,2016-02,17.0,10.0,28.0,4.0,0.0,0.0,2016-02-01,0.0,2016-02-01
肇庆,2016-01,15.0,10.0,23.0,2.0,0.0,0.0,2016-01-01,0.0,2016-01-01
肇庆,2015-12,17.0,13.0,22.0,8.0,0.0,0.0,2015-12-01,0.0,2015-12-01
肇庆,2015-11,24.0,19.0,29.0,12.0,0.0,0.0,2015-11-01,0.0,2015-11-01
肇庆,2015-10,28.0,21.0,32.0,18.0,0.0,0.0,2015-10-01,0.0,2015-10-01
肇庆,2015-09,31.0,25.0,34.0,24.0,0.0,0.0,2015-09-01,0.0,2015-09-01
肇庆,2015-08,34.0,26.0,36.0,25.0,0.0,0.0,2015-08-01,0.0,2015-08-01
肇庆,2015-07,33.0,26.0,36.0,24.0,0.0,0.0,2015-07-01,0.0,2015-07-01
肇庆,2015-06,33.0,26.0,36.0,25.0,0.0,0.0,2015-06-01,0.0,2015-06-01
肇庆,2015-05,30.0,24.0,35.0,22.0,0.0,0.0,2015-05-01,0.0,2015-05-01
肇庆,2015-04,27.0,20.0,31.0,14.0,0.0,0.0,2015-04-01,0.0,2015-04-01
肇庆,2015-03,21.0,16.0,28.0,12.0,0.0,0.0,2015-03-01,0.0,2015-03-01
肇庆,2015-02,20.0,14.0,28.0,8.0,0.0,0.0,2015-02-01,0.0,2015-02-01
肇庆,2015-01,19.0,11.0,23.0,7.0,0.0,0.0,2015-01-01,0.0,2015-01-01
肇庆,2014-12,17.0,10.0,22.0,7.0,0.0,0.0,2014-12-01,0.0,2014-12-01
肇庆,2014-11,23.0,18.0,30.0,15.0,0.0,0.0,2014-11-01,0.0,2014-11-01
肇庆,2014-10,29.0,22.0,33.0,20.0,0.0,0.0,2014-10-01,0.0,2014-10-01
肇庆,2014-09,32.0,25.0,35.0,23.0,0.0,0.0,2014-09-01,0.0,2014-09-01
肇庆,2014-08,33.0,25.0,36.0,24.0,0.0,0.0,2014-08-01,0.0,2014-08-01
肇庆,2014-07,33.0,28.0,36.0,25.0,0.0,0.0,2014-07-01,0.0,2014-07-01
肇庆,2014-06,30.0,28.0,35.0,25.0,0.0,0.0,2014-06-01,0.0,2014-06-01
肇庆,2014-05,29.0,23.0,34.0,18.0,0.0,0.0,2014-05-01,0.0,2014-05-01
肇庆,2014-04,26.0,21.0,30.0,18.0,0.0,0.0,2014-04-01,0.0,2014-04-01
肇庆,2014-03,20.0,15.0,29.0,12.0,0.0,0.0,2014-03-01,0.0,2014-03-01
肇庆,2014-02,17.0,11.0,27.0,5.0,0.0,0.0,2014-02-01,0.0,2014-02-01
肇庆,2014-01,19.0,10.0,24.0,5.0,0.0,0.0,2014-01-01,0.0,2014-01-01
肇庆,2013-12,17.0,9.0,23.0,6.0,0.0,0.0,2013-12-01,0.0,2013-12-01
肇庆,2013-11,24.0,17.0,30.0,9.0,0.0,0.0,2013-11-01,0.0,2013-11-01
肇庆,2013-10,28.0,21.0,32.0,16.0,0.0,0.0,2013-10-01,0.0,2013-10-01
肇庆,2013-09,31.0,24.0,35.0,22.0,0.0,0.0,2013-09-01,0.0,2013-09-01
肇庆,2013-08,32.0,25.0,36.0,24.0,0.0,0.0,2013-08-01,0.0,2013-08-01
肇庆,2013-07,32.0,25.0,36.0,25.0,0.0,0.0,2013-07-01,0.0,2013-07-01
肇庆,2013-06,32.0,25.0,36.0,22.0,0.0,0.0,2013-06-01,0.0,2013-06-01
肇庆,2013-05,30.0,23.0,35.0,20.0,0.0,0.0,2013-05-01,0.0,2013-05-01
肇庆,2013-04,24.0,19.0,30.0,13.0,0.0,0.0,2013-04-01,0.0,2013-04-01
肇庆,2013-03,24.0,17.0,29.0,10.0,0.0,0.0,2013-03-01,0.0,2013-03-01
肇庆,2013-02,21.0,15.0,26.0,9.0,0.0,0.0,2013-02-01,0.0,2013-02-01
肇庆,2013-01,17.0,11.0,23.0,7.0,0.0,0.0,2013-01-01,0.0,2013-01-01
肇庆,2012-12,18.0,12.0,25.0,5.0,0.0,0.0,2012-12-01,0.0,2012-12-01
肇庆,2012-11,22.0,17.0,27.0,11.0,0.0,0.0,2012-11-01,0.0,2012-11-01
肇庆,2012-10,29.0,21.0,32.0,18.0,0.0,0.0,2012-10-01,0.0,2012-10-01
肇庆,2012-09,31.0,24.0,35.0,20.0,0.0,0.0,2012-09-01,0.0,2012-09-01
肇庆,2012-08,34.0,26.0,36.0,25.0,0.0,0.0,2012-08-01,0.0,2012-08-01
肇庆,2012-07,33.0,26.0,36.0,25.0,0.0,0.0,2012-07-01,0.0,2012-07-01
肇庆,2012-06,31.0,25.0,35.0,24.0,0.0,0.0,2012-06-01,0.0,2012-06-01
肇庆,2012-05,32.0,24.0,35.0,23.0,0.0,0.0,2012-05-01,0.0,2012-05-01
肇庆,2012-04,27.0,21.0,33.0,19.0,0.0,0.0,2012-04-01,0.0,2012-04-01
肇庆,2012-03,20.0,15.0,29.0,9.0,0.0,0.0,2012-03-01,0.0,2012-03-01
肇庆,2012-02,17.0,11.0,26.0,7.0,0.0,0.0,2012-02-01,0.0,2012-02-01
肇庆,2012-01,13.0,9.0,19.0,5.0,0.0,0.0,2012-01-01,0.0,2012-01-01
肇庆,2011-12,18.0,10.0,23.0,6.0,0.0,0.0,2011-12-01,0.0,2011-12-01
肇庆,2011-11,25.0,19.0,30.0,15.0,0.0,0.0,2011-11-01,0.0,2011-11-01
肇庆,2011-10,27.0,20.0,32.0,18.0,0.0,0.0,2011-10-01,0.0,2011-10-01
肇庆,2011-09,32.0,24.0,35.0,22.0,0.0,0.0,2011-09-01,0.0,2011-09-01
肇庆,2011-08,34.0,26.0,36.0,25.0,0.0,0.0,2011-08-01,0.0,2011-08-01
肇庆,2011-07,33.0,26.0,36.0,25.0,0.0,0.0,2011-07-01,0.0,2011-07-01
肇庆,2011-06,33.0,25.0,36.0,24.0,0.0,0.0,2011-06-01,0.0,2011-06-01
肇庆,2011-05,29.0,22.0,35.0,19.0,0.0,0.0,2011-05-01,0.0,2011-05-01
肇庆,2011-04,27.0,19.0,33.0,16.0,0.0,0.0,2011-04-01,0.0,2011-04-01
肇庆,2011-03,19.0,13.0,26.0,10.0,0.0,0.0,2011-03-01,0.0,2011-03-01
肇庆,2011-02,18.0,12.0,26.0,7.0,0.0,0.0,2011-02-01,0.0,2011-02-01
肇庆,2011-01,13.0,7.0,19.0,6.0,0.0,0.0,2011-01-01,0.0,2011-01-01
湛江,2022-04,25.0,17.0,34.0,-2.0,33.0,11.0,2022-04-18,55.0,2022-04-05
湛江,2022-03,24.0,17.0,33.0,12.0,39.0,13.0,2022-03-25,66.0,2022-03-22
湛江,2022-02,16.0,12.0,23.0,6.0,55.0,7.0,2022-02-20,104.0,2022-02-09
湛江,2022-01,17.0,11.0,23.0,-16.0,80.0,12.0,2022-01-31,148.0,2022-01-21
湛江,2021-12,20.0,12.0,25.0,5.0,52.0,19.0,2021-12-27,86.0,2021-12-29
湛江,2021-11,24.0,15.0,30.0,-12.0,55.0,14.0,2021-11-06,96.0,2021-11-25
湛江,2021-10,27.0,21.0,35.0,14.0,38.0,9.0,2021-10-11,67.0,2021-10-27
湛江,2021-09,32.0,24.0,35.0,22.0,31.0,8.0,2021-09-03,55.0,2021-09-26
湛江,2021-08,32.0,25.0,36.0,23.0,33.0,11.0,2021-08-29,56.0,2021-08-19
湛江,2021-07,33.0,25.0,36.0,24.0,37.0,9.0,2021-07-12,66.0,2021-07-09
湛江,2021-06,33.0,26.0,36.0,23.0,36.0,7.0,2021-06-29,65.0,2021-06-22
湛江,2021-05,32.0,25.0,35.0,23.0,23.0,8.0,2021-05-26,38.0,2021-05-08
湛江,2021-04,27.0,22.0,31.0,20.0,35.0,17.0,2021-04-15,53.0,2021-04-29
湛江,2021-03,24.0,19.0,32.0,14.0,62.0,13.0,2021-03-06,111.0,2021-03-23
湛江,2021-02,22.0,16.0,26.0,13.0,113.0,12.0,2021-02-09,214.0,2021-02-11
湛江,2021-01,18.0,11.0,24.0,5.0,78.0,32.0,2021-01-31,124.0,2021-01-22
湛江,2020-12,20.0,13.0,24.0,6.0,67.0,19.0,2020-12-14,115.0,2020-12-23
湛江,2020-11,26.0,19.0,29.0,15.0,80.0,16.0,2020-11-20,145.0,2020-11-13
湛江,2020-10,27.0,21.0,32.0,17.0,54.0,13.0,2020-10-14,95.0,2020-10-11
湛江,2020-09,31.0,25.0,35.0,23.0,30.0,9.0,2020-09-12,51.0,2020-09-24
湛江,2020-08,31.0,25.0,35.0,25.0,34.0,8.0,2020-08-05,60.0,2020-08-27
湛江,2020-07,34.0,27.0,36.0,25.0,28.0,8.0,2020-07-23,48.0,2020-07-09
湛江,2020-06,33.0,27.0,36.0,25.0,31.0,11.0,2020-06-11,52.0,2020-06-23
湛江,2020-05,32.0,25.0,35.0,23.0,43.0,17.0,2020-05-10,70.0,2020-05-19
湛江,2020-04,25.0,19.0,31.0,15.0,42.0,16.0,2020-04-06,69.0,2020-04-28
湛江,2020-03,26.0,20.0,29.0,16.0,36.0,20.0,2020-03-04,52.0,2020-03-15
湛江,2020-02,22.0,16.0,27.0,9.0,53.0,16.0,2020-02-26,90.0,2020-02-08
湛江,2020-01,22.0,16.0,26.0,8.0,54.0,14.0,2020-01-25,94.0,2020-01-08
湛江,2019-12,23.0,16.0,26.0,11.0,75.0,31.0,2019-12-30,120.0,2019-12-19
湛江,2019-11,26.0,19.0,29.0,16.0,75.0,33.0,2019-11-25,117.0,2019-11-03
湛江,2019-10,30.0,22.0,34.0,18.0,49.0,12.0,2019-10-07,86.0,2019-10-01
湛江,2019-09,32.0,24.0,35.0,21.0,71.0,13.0,2019-09-02,130.0,2019-09-29
湛江,2019-08,32.0,26.0,35.0,25.0,33.0,11.0,2019-08-31,55.0,2019-08-07
湛江,2019-07,33.0,26.0,36.0,24.0,40.0,14.0,2019-07-29,67.0,2019-07-09
湛江,2019-06,33.0,26.0,36.0,24.0,49.0,15.0,2019-06-18,84.0,2019-06-15
湛江,2019-05,30.0,24.0,35.0,21.0,35.0,12.0,2019-05-08,59.0,2019-05-03
湛江,2019-04,30.0,23.0,34.0,20.0,31.0,6.0,2019-04-14,57.0,2019-04-02
湛江,2019-03,25.0,19.0,31.0,14.0,37.0,4.0,2019-03-23,70.0,2019-03-25
湛江,2019-02,25.0,18.0,28.0,11.0,37.0,20.0,2019-02-23,55.0,2019-02-21
湛江,2019-01,21.0,14.0,25.0,10.0,70.0,37.0,2019-01-20,104.0,2019-01-11
湛江,2018-12,21.0,15.0,28.0,7.0,59.0,19.0,2018-12-11,99.0,2018-12-15
湛江,2018-11,26.0,19.0,30.0,16.0,45.0,17.0,2018-11-16,73.0,2018-11-27
湛江,2018-10,28.0,21.0,31.0,18.0,55.0,10.0,2018-10-02,100.0,2018-10-23
湛江,2018-09,31.0,24.0,34.0,22.0,10.0,9.0,2018-09-25,11.0,2018-09-01
湛江,2018-08,30.0,25.0,33.0,24.0,21.0,9.0,2018-08-10,33.0,2018-08-03
湛江,2018-07,31.0,25.0,35.0,24.0,26.0,8.0,2018-07-14,44.0,2018-07-05
湛江,2018-06,31.0,25.0,34.0,25.0,31.0,13.0,2018-06-04,49.0,2018-06-10
湛江,2018-05,31.0,25.0,35.0,23.0,36.0,14.0,2018-05-01,58.0,2018-05-02
湛江,2018-04,26.0,20.0,31.0,14.0,43.0,20.0,2018-04-15,66.0,2018-04-06
湛江,2018-03,24.0,18.0,29.0,11.0,38.0,21.0,2018-03-08,56.0,2018-03-02
湛江,2018-02,19.0,13.0,25.0,6.0,53.0,11.0,2018-02-22,95.0,2018-02-11
湛江,2018-01,19.0,13.0,23.0,6.0,55.0,12.0,2018-01-06,98.0,2018-01-19
湛江,2017-12,21.0,14.0,26.0,8.0,80.0,32.0,2017-12-16,129.0,2017-12-28
湛江,2017-11,24.0,18.0,28.0,13.0,70.0,0.0,2017-11-01,140.0,2017-11-10
湛江,2017-10,27.0,19.0,32.0,0.0,0.0,0.0,2017-10-01,0.0,2017-10-01
湛江,2017-09,32.0,25.0,35.0,24.0,0.0,0.0,2017-09-01,0.0,2017-09-01
湛江,2017-08,32.0,26.0,35.0,24.0,0.0,0.0,2017-08-01,0.0,2017-08-01
湛江,2017-07,31.0,25.0,35.0,25.0,0.0,0.0,2017-07-01,0.0,2017-07-01
湛江,2017-06,32.0,26.0,36.0,25.0,0.0,0.0,2017-06-01,0.0,2017-06-01
湛江,2017-05,30.0,24.0,33.0,23.0,0.0,0.0,2017-05-01,0.0,2017-05-01
湛江,2017-04,27.0,21.0,32.0,15.0,0.0,0.0,2017-04-01,0.0,2017-04-01
湛江,2017-03,23.0,18.0,27.0,13.0,0.0,0.0,2017-03-01,0.0,2017-03-01
湛江,2017-02,20.0,14.0,26.0,10.0,0.0,0.0,2017-02-01,0.0,2017-02-01
湛江,2017-01,21.0,15.0,26.0,12.0,0.0,0.0,2017-01-01,0.0,2017-01-01
湛江,2016-12,22.0,16.0,25.0,9.0,0.0,0.0,2016-12-01,0.0,2016-12-01
湛江,2016-11,24.0,18.0,30.0,11.0,0.0,0.0,2016-11-01,0.0,2016-11-01
湛江,2016-10,30.0,23.0,32.0,21.0,0.0,0.0,2016-10-01,0.0,2016-10-01
湛江,2016-09,31.0,25.0,34.0,24.0,0.0,0.0,2016-09-01,0.0,2016-09-01
湛江,2016-08,31.0,25.0,35.0,24.0,0.0,0.0,2016-08-01,0.0,2016-08-01
湛江,2016-07,33.0,26.0,35.0,25.0,0.0,0.0,2016-07-01,0.0,2016-07-01
湛江,2016-06,32.0,26.0,36.0,25.0,0.0,0.0,2016-06-01,0.0,2016-06-01
湛江,2016-05,30.0,24.0,34.0,20.0,0.0,0.0,2016-05-01,0.0,2016-05-01
湛江,2016-04,28.0,23.0,32.0,21.0,0.0,0.0,2016-04-01,0.0,2016-04-01
湛江,2016-03,21.0,16.0,27.0,10.0,0.0,0.0,2016-03-01,0.0,2016-03-01
湛江,2016-02,18.0,12.0,28.0,6.0,0.0,0.0,2016-02-01,0.0,2016-02-01
湛江,2016-01,18.0,14.0,24.0,4.0,0.0,0.0,2016-01-01,0.0,2016-01-01
湛江,2015-12,20.0,14.0,26.0,8.0,0.0,0.0,2015-12-01,0.0,2015-12-01
湛江,2015-11,26.0,21.0,29.0,13.0,0.0,0.0,2015-11-01,0.0,2015-11-01
湛江,2015-10,29.0,21.0,32.0,18.0,0.0,0.0,2015-10-01,0.0,2015-10-01
湛江,2015-09,31.0,24.0,34.0,23.0,0.0,0.0,2015-09-01,0.0,2015-09-01
湛江,2015-08,32.0,25.0,36.0,24.0,0.0,0.0,2015-08-01,0.0,2015-08-01
湛江,2015-07,31.0,25.0,37.0,24.0,0.0,0.0,2015-07-01,0.0,2015-07-01
湛江,2015-06,33.0,26.0,35.0,25.0,0.0,0.0,2015-06-01,0.0,2015-06-01
湛江,2015-05,32.0,25.0,36.0,23.0,0.0,0.0,2015-05-01,0.0,2015-05-01
湛江,2015-04,27.0,20.0,33.0,15.0,0.0,0.0,2015-04-01,0.0,2015-04-01
湛江,2015-03,24.0,19.0,29.0,15.0,0.0,0.0,2015-03-01,0.0,2015-03-01
湛江,2015-02,21.0,15.0,26.0,10.0,0.0,0.0,2015-02-01,0.0,2015-02-01
湛江,2015-01,19.0,12.0,23.0,8.0,0.0,0.0,2015-01-01,0.0,2015-01-01
湛江,2014-12,18.0,12.0,23.0,8.0,0.0,0.0,2014-12-01,0.0,2014-12-01
湛江,2014-11,25.0,19.0,29.0,15.0,0.0,0.0,2014-11-01,0.0,2014-11-01
湛江,2014-10,29.0,22.0,32.0,20.0,0.0,0.0,2014-10-01,0.0,2014-10-01
湛江,2014-09,31.0,24.0,33.0,22.0,0.0,0.0,2014-09-01,0.0,2014-09-01
湛江,2014-08,31.0,25.0,34.0,24.0,0.0,0.0,2014-08-01,0.0,2014-08-01
湛江,2014-07,31.0,27.0,34.0,24.0,0.0,0.0,2014-07-01,0.0,2014-07-01
湛江,2014-06,29.0,28.0,34.0,25.0,0.0,0.0,2014-06-01,0.0,2014-06-01
湛江,2014-05,31.0,24.0,35.0,20.0,0.0,0.0,2014-05-01,0.0,2014-05-01
湛江,2014-04,27.0,22.0,29.0,19.0,0.0,0.0,2014-04-01,0.0,2014-04-01
湛江,2014-03,22.0,17.0,30.0,14.0,0.0,0.0,2014-03-01,0.0,2014-03-01
湛江,2014-02,18.0,12.0,25.0,6.0,0.0,0.0,2014-02-01,0.0,2014-02-01
湛江,2014-01,20.0,12.0,23.0,7.0,0.0,0.0,2014-01-01,0.0,2014-01-01
湛江,2013-12,18.0,10.0,24.0,6.0,0.0,0.0,2013-12-01,0.0,2013-12-01
湛江,2013-11,24.0,18.0,29.0,10.0,0.0,0.0,2013-11-01,0.0,2013-11-01
湛江,2013-10,29.0,21.0,31.0,17.0,0.0,0.0,2013-10-01,0.0,2013-10-01
湛江,2013-09,30.0,24.0,33.0,22.0,0.0,0.0,2013-09-01,0.0,2013-09-01
湛江,2013-08,30.0,24.0,34.0,24.0,0.0,0.0,2013-08-01,0.0,2013-08-01
湛江,2013-07,31.0,25.0,34.0,23.0,0.0,0.0,2013-07-01,0.0,2013-07-01
湛江,2013-06,32.0,25.0,34.0,23.0,0.0,0.0,2013-06-01,0.0,2013-06-01
湛江,2013-05,30.0,23.0,35.0,20.0,0.0,0.0,2013-05-01,0.0,2013-05-01
湛江,2013-04,26.0,20.0,31.0,16.0,0.0,0.0,2013-04-01,0.0,2013-04-01
湛江,2013-03,25.0,19.0,29.0,12.0,0.0,0.0,2013-03-01,0.0,2013-03-01
湛江,2013-02,21.0,16.0,26.0,11.0,0.0,0.0,2013-02-01,0.0,2013-02-01
湛江,2013-01,18.0,12.0,23.0,9.0,0.0,0.0,2013-01-01,0.0,2013-01-01
湛江,2012-12,20.0,15.0,28.0,5.0,0.0,0.0,2012-12-01,0.0,2012-12-01
湛江,2012-11,24.0,19.0,29.0,11.0,0.0,0.0,2012-11-01,0.0,2012-11-01
湛江,2012-10,28.0,22.0,30.0,19.0,0.0,0.0,2012-10-01,0.0,2012-10-01
湛江,2012-09,30.0,23.0,33.0,20.0,0.0,0.0,2012-09-01,0.0,2012-09-01
湛江,2012-08,32.0,25.0,35.0,23.0,0.0,0.0,2012-08-01,0.0,2012-08-01
湛江,2012-07,32.0,25.0,35.0,24.0,0.0,0.0,2012-07-01,0.0,2012-07-01
湛江,2012-06,31.0,25.0,35.0,24.0,0.0,0.0,2012-06-01,0.0,2012-06-01
湛江,2012-05,31.0,25.0,36.0,24.0,0.0,0.0,2012-05-01,0.0,2012-05-01
湛江,2012-04,29.0,23.0,35.0,22.0,0.0,0.0,2012-04-01,0.0,2012-04-01
湛江,2012-03,22.0,17.0,29.0,9.0,0.0,0.0,2012-03-01,0.0,2012-03-01
湛江,2012-02,18.0,13.0,27.0,8.0,0.0,0.0,2012-02-01,0.0,2012-02-01
湛江,2012-01,16.0,11.0,22.0,5.0,0.0,0.0,2012-01-01,0.0,2012-01-01
湛江,2011-12,19.0,12.0,23.0,6.0,0.0,0.0,2011-12-01,0.0,2011-12-01
湛江,2011-11,26.0,19.0,29.0,15.0,0.0,0.0,2011-11-01,0.0,2011-11-01
湛江,2011-10,28.0,21.0,31.0,19.0,0.0,0.0,2011-10-01,0.0,2011-10-01
湛江,2011-09,30.0,24.0,35.0,21.0,0.0,0.0,2011-09-01,0.0,2011-09-01
湛江,2011-08,32.0,25.0,35.0,25.0,0.0,0.0,2011-08-01,0.0,2011-08-01
湛江,2011-07,32.0,25.0,35.0,24.0,0.0,0.0,2011-07-01,0.0,2011-07-01
湛江,2011-06,32.0,25.0,35.0,22.0,0.0,0.0,2011-06-01,0.0,2011-06-01
湛江,2011-05,30.0,23.0,35.0,21.0,0.0,0.0,2011-05-01,0.0,2011-05-01
湛江,2011-04,26.0,20.0,30.0,17.0,0.0,0.0,2011-04-01,0.0,2011-04-01
湛江,2011-03,19.0,14.0,25.0,10.0,0.0,0.0,2011-03-01,0.0,2011-03-01
湛江,2011-02,19.0,14.0,25.0,9.0,0.0,0.0,2011-02-01,0.0,2011-02-01
湛江,2011-01,17.0,10.0,23.0,7.0,0.0,0.0,2011-01-01,0.0,2011-01-01
中山,2022-04,27.0,18.0,33.0,12.0,47.0,17.0,2022-04-26,78.0,2022-04-07
中山,2022-03,25.0,17.0,30.0,12.0,44.0,14.0,2022-03-27,75.0,2022-03-04
中山,2022-02,15.0,10.0,24.0,6.0,46.0,6.0,2022-02-20,87.0,2022-02-11
中山,2022-01,19.0,13.0,24.0,6.0,46.0,14.0,2022-01-30,79.0,2022-01-14
中山,2021-12,20.0,13.0,26.0,7.0,60.0,21.0,2021-12-26,99.0,2021-12-05
中山,2021-11,24.0,16.0,31.0,12.0,48.0,22.0,2021-11-08,74.0,2021-11-24
中山,2021-10,27.0,21.0,35.0,16.0,49.0,8.0,2021-10-09,90.0,2021-10-28
中山,2021-09,32.0,25.0,36.0,17.0,47.0,7.0,2021-09-19,87.0,2021-09-30
中山,2021-08,32.0,26.0,35.0,25.0,32.0,10.0,2021-08-24,54.0,2021-08-29
中山,2021-07,33.0,26.0,37.0,24.0,39.0,9.0,2021-07-14,69.0,2021-07-24
中山,2021-06,31.0,25.0,36.0,23.0,52.0,7.0,2021-06-12,97.0,2021-06-06
中山,2021-05,32.0,25.0,36.0,22.0,24.0,9.0,2021-05-20,40.0,2021-05-08
中山,2021-04,27.0,21.0,33.0,18.0,55.0,12.0,2021-04-28,99.0,2021-04-18
中山,2021-03,25.0,18.0,31.0,14.0,60.0,16.0,2021-03-31,105.0,2021-03-23
中山,2021-02,23.0,14.0,30.0,-5.0,35.0,13.0,2021-02-10,58.0,2021-02-12
中山,2021-01,18.0,10.0,25.0,-9.0,73.0,32.0,2021-01-20,115.0,2021-01-14
